Nama Toko,Kode Makanan,Kode Makanan ,Nama Makanan,Kode + Nama Makanan ,Add Ons,Description ,Harga,Open Link,Wishlist,Photos,Step,Format Pemesanan
Kantin 28,KDD03,KDD03 ,Ebi Furai,KDD03 Ebi Furai,,Paket Nasi + Minum,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD04,KDD04 ,Chicken Teriyaki,KDD04 Chicken Teriyaki,,Paket Nasi + Minum,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD05,KDD05 ,Kaarage,KDD05 Kaarage,,Paket Nasi + Minum,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD06,KDD06 ,Katsu + Ebi Furai,KDD06 Katsu + Ebi Furai,,,Rp. 25.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD07,KDD07 ,Katsu + Scramble Egg,KDD07 Katsu + Scramble Egg,,,Rp. 25.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD08,KDD08 ,Beef Teriyaki,KDD08 Beef Teriyaki,,,Rp. 25.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD09,KDD09 ,Kaarage Salted Egg,KDD09 Kaarage Salted Egg,,,Rp. 25.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD10,KDD10 ,Chicken Katsu Don,KDD10 Chicken Katsu Don,,,Rp. 30.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin 28,KDD11,KDD11 ,Chicken Steak,KDD11 Chicken Steak,,,Rp. 30.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA01,KA01 ,Ikan Cakalang,KA01 Ikan Cakalang,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F28fbd6.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA02,KA02 ,Ikan Asam Manis,KA02 Ikan Asam Manis,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Ff2b468.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA03,KA03 ,Ikan Masak Cabai,KA03 Ikan Masak Cabai,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Ff1f4ef.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA04,KA04 ,Ikan Sarden,KA04 Ikan Sarden,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F6cfb0e.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA05,KA05 ,Ayam Suwir Cabe,KA05 Ayam Suwir Cabe,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F9f17dc.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA06,KA06 ,Ayam Kecap,KA06 Ayam Kecap,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fb42004.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA07,KA07 ,Ayam Woku,KA07 Ayam Woku,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F8027ae.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA08,KA08 ,Sapi Lada Hitam,KA08 Sapi Lada Hitam,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F0106b0.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA09,KA09 ,Sosis Cah Telur,KA09 Sosis Cah Telur,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F2d0b2d.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA10,KA10 ,Otak - Otak,KA10 Otak - Otak,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA11,KA11 ,Tahu/ Telur Kecap,KA11 Tahu/ Telur Kecap,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F6c3ca0.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA12,KA12 ,Mie Goreng,KA12 Mie Goreng,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F61e471.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA13,KA13 ,Telur Dadar,KA13 Telur Dadar,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Ff7c46c.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA14,KA14 ,Bakwan Jagung,KA14 Bakwan Jagung,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F03e2ad.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA15,KA15 ,Sayur,KA15 Sayur,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Kantin Kasturi,KA16,KA16 ,Nasi Putih/ Nasi Merah,KA16 Nasi Putih/ Nasi Merah,,,,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2F6c794a.jpeg?alt=media,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK01,KK01 ,Skin,KK01 Skin,,,Rp. 30.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK02,KK02 ,Boneless,KK02 Boneless,,,Rp. 33.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK03,KK03 ,Mushroom,KK03 Mushroom,,,Rp. 33.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK04,KK04 ,Ballen,KK04 Ballen,,,Rp. 33.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK05,KK05 ,Boneless Kei,KK05 Boneless Kei,,,Rp. 23.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK06,KK06 ,Boneless Kei + Rice,KK06 Boneless Kei + Rice,,,Rp. 28.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK07,KK07 ,Boneless Chick,KK07 Boneless Chick,,,Rp. 18.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK08,KK08 ,Boneless Chick + Rice,KK08 Boneless Chick + Rice,,,Rp. 23.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK09,KK09 ,Ika,KK09 Ika,,,Rp. 25.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK10,KK10 ,Ika + Rice,KK10 Ika + Rice,,,Rp. 30.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK11,KK11 ,Ballen ,KK11 Ballen ,,,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK12,KK12 ,Skin Chick ,KK12 Skin Chick ,,,Rp. 15.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK13,KK13 ,Baso Goreng,KK13 Baso Goreng,,,Rp. 18.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK14,KK14 ,Yimi ,KK14 Yimi ,,,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK15,KK15 ,Mushroom ,KK15 Mushroom ,,,Rp. 18.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK16,KK16 ,Cassava,KK16 Cassava,,,Rp. 12.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK17,KK17 ,French Fries,KK17 French Fries,,,Rp. 15.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK18,KK18 ,Pristine,KK18 Pristine,,,Rp. 4.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK19,KK19 ,Zoda Susu,KK19 Zoda Susu,,,Rp. 12.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK20,KK20 ,Happy Zoda,KK20 Happy Zoda,,,Rp. 12.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK21,KK21 ,Pedot (Kopi Susu),KK21 Pedot (Kopi Susu),,,Rp. 8.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK22,KK22 ,Kopi Betot (Tanpa Susu),KK22 Kopi Betot (Tanpa Susu),,,Rp. 6.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK23,KK23 ,Pitot (Teh Susu),KK23 Pitot (Teh Susu),,,Rp. 8.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK24,KK24 ,Teh betot (Tanpa Susu),KK24 Teh betot (Tanpa Susu),,,Rp. 6.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK25,KK25 ,Bontot (Cokelat Susu),KK25 Bontot (Cokelat Susu),,,Rp. 8.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK26,KK26 ,Cokelat betot (Tanpa Susu),KK26 Cokelat betot (Tanpa Susu),,,Rp. 6.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK27,KK27 ,Es bandrek ,KK27 Es bandrek ,,,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK28,KK28 ,lemot (Lemon Tea),KK28 lemot (Lemon Tea),,,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
Ke Kei,KK29,KK29 ,Lemonade,KK29 Lemonade,,,Rp. 20.000,https://wa.me/6281911050357?text=Nama:%0AJam:%0ADine%20In/%20Takeaway:%0APesanan:,,,https://firebasestorage.googleapis.com/v0/b/glide-prod.appspot.com/o/img-uploads%2FLLcL8B3UKk6JCrxOeXQE%2Fe0b446.jpeg?alt=media,"Berikut ini format pemesanan melalui WhatsApp. Untuk selengkapnya, bisa dilihat di tab ""How To""."
